user_id,user_age,user_income,user_membership,rating
9040,67,173821.66,Gold,3.0
9041,40,97362.64,Platinum,2.0
9043,39,116863.66,Platinum,2.0
9044,30,32324.09,Free,2.0
9045,47,120594.82,Gold,2.0
9048,27,146776.54,Platinum,2.6666666666666665
9049,25,195610.59,Silver,3.0
9050,50,87192.35,Platinum,5.0
9052,44,140954.49,Silver,5.0
9053,38,56815.79,Platinum,2.0
9056,36,42495.03,Free,4.0
9060,68,79490.49,Free,1.0
9061,34,130641.14,Gold,3.0
9062,58,149909.63,Gold,3.0
9063,31,78802.68,Gold,3.0
9064,66,78558.21,Platinum,5.0
9065,28,187527.77,Free,1.0
9071,68,184247.13,Free,3.0
9073,24,137571.31,Platinum,2.0
9076,20,185036.81,Platinum,5.0
9077,57,156428.1,Gold,3.0
9079,51,191532.69,Gold,1.0
9084,55,160325.58,Gold,5.0
9085,39,155326.55,Platinum,4.0
9089,55,149921.6,Gold,1.0
9090,39,177185.31,Free,1.0
9094,51,57661.0,Free,5.0
9095,65,161838.08,Gold,2.0
9104,66,56435.66,Free,1.0
9105,46,39373.26,Silver,5.0
9110,52,44435.01,Free,1.0
9113,47,21639.43,Silver,1.5
9114,55,172968.29,Silver,3.0
9115,41,198317.39,Silver,1.0
9119,46,150985.58,Gold,4.0
9120,44,93924.54,Free,2.0
9121,41,61917.06,Free,5.0
9123,60,168493.97,Silver,1.0
9127,24,181209.95,Silver,1.0
9130,65,76921.5,Gold,4.0
9135,68,22483.05,Free,3.5
9138,45,110672.36,Free,3.5
9143,61,129209.31,Free,4.0
9147,39,68031.42,Free,4.0
9148,49,60884.75,Free,5.0
9151,34,77351.1,Gold,4.0
9152,42,21312.58,Platinum,1.0
9153,50,194344.04,Free,2.0
9155,56,173228.23,Silver,1.0
9157,24,93131.82,Free,2.5
9158,39,51076.0,Gold,2.0
9159,32,130553.07,Silver,2.0
9161,56,190638.01,Silver,2.5
9165,68,190964.86,Platinum,1.5
9167,29,66335.6,Platinum,4.0
9168,38,83297.52,Gold,3.0
9170,45,87300.19,Gold,4.0
9171,35,180657.93,Gold,5.0
9175,45,44214.79,Free,3.0
9178,28,23017.58,Silver,2.0
9181,40,167319.07,Platinum,1.5
9183,61,152378.47,Silver,5.0
9184,21,176129.08,Gold,2.0
9188,34,44701.07,Gold,2.3333333333333335
9189,35,94953.58,Silver,3.0
9190,50,60179.99,Gold,5.0
9191,32,127558.34,Free,1.0
9200,34,122017.7,Gold,2.0
9201,18,141522.51,Platinum,3.0
9202,21,110193.61,Silver,4.0
9206,32,62429.58,Silver,3.0
9207,48,83398.54,Free,3.0
9208,30,92610.69,Platinum,2.0
9209,37,78835.97,Free,3.0
9211,51,76609.22,Gold,3.0
9214,68,183484.64,Free,2.0
9217,69,127854.27,Silver,2.0
9218,42,70402.87,Gold,1.0
9220,46,167655.05,Gold,1.0
9225,43,163341.8,Platinum,3.0
9226,65,131178.7,Gold,3.0
9230,47,155426.29,Platinum,3.0
9233,45,89200.43,Free,3.0
9234,27,64421.46,Silver,5.0
9236,62,104890.85,Free,5.0
9240,58,32540.31,Free,2.0
9241,56,35653.88,Free,2.6666666666666665
9242,20,84461.32,Gold,1.0
9244,32,127260.98,Free,3.0
9245,48,110051.45,Silver,5.0
9248,25,170084.49,Free,3.0
9254,36,89065.41,Gold,1.0
9258,32,57518.7,Gold,2.0
9260,23,179062.96,Free,5.0
9261,24,136564.54,Free,3.5
9264,62,150461.37,Silver,4.0
9266,56,195133.56,Silver,2.0
9269,63,29513.79,Silver,1.0
9277,66,99259.89,Gold,4.0
9278,32,92004.09,Gold,5.0
9279,21,108422.85,Free,3.0
9280,58,142027.46,Free,2.0
9281,59,26342.76,Platinum,2.0
9285,33,90879.65,Silver,3.0
9286,25,85433.5,Gold,3.0
9288,30,104249.97,Platinum,3.0
9291,54,105823.27,Free,4.0
9292,39,34994.91,Gold,4.0
9294,68,164772.95,Free,3.5
9296,29,25757.33,Silver,4.0
9298,24,30346.61,Silver,4.0
9299,21,110552.16,Silver,1.0
9302,27,192020.54,Silver,4.0
9305,33,78395.8,Platinum,2.0
9308,45,98097.27,Free,1.0
9311,52,112197.13,Gold,3.5
9313,66,170063.91,Silver,2.5
9314,44,28763.18,Gold,5.0
9317,68,162237.84,Silver,5.0
9319,59,52075.93,Platinum,1.3333333333333333
9320,33,154612.37,Silver,5.0
9322,58,148473.69,Silver,3.0
9326,50,53837.49,Free,1.0
9331,36,50569.96,Silver,5.0
9334,46,162282.93,Silver,5.0
9336,51,27112.5,Silver,3.0
9337,24,52089.85,Platinum,5.0
9338,20,62573.97,Free,2.0
9340,18,186036.82,Platinum,3.5
9342,58,49943.95,Platinum,3.0
9345,64,152005.74,Silver,4.0
9347,54,165088.53,Gold,5.0
9348,46,166578.97,Silver,4.0
9352,30,23493.73,Free,2.0
9354,51,54417.99,Platinum,1.0
9356,19,99444.11,Silver,3.0
9357,33,197306.91,Silver,4.0
9358,30,151029.33,Silver,4.0
9359,48,137576.19,Silver,2.5
9360,65,153860.13,Free,4.0
9361,19,60654.29,Silver,3.25
9363,29,161285.62,Silver,5.0
9364,63,142638.65,Silver,5.0
9365,30,41096.04,Free,5.0
9366,65,105593.71,Platinum,2.0
9367,44,128952.81,Silver,3.0
9368,40,64378.43,Gold,2.0
9369,27,151470.0,Platinum,1.0
9370,51,86634.36,Gold,2.5
9372,58,42991.61,Silver,4.0
9374,32,54584.5,Gold,2.0
9378,51,48745.47,Free,2.0
9381,49,181524.24,Free,2.0
9382,32,167385.07,Free,4.0
9383,30,177908.6,Platinum,2.6666666666666665
9384,43,191491.97,Free,2.0
9386,51,139964.23,Gold,4.0
9388,44,62503.52,Silver,5.0
9389,52,64916.32,Silver,2.0
9390,64,71089.46,Platinum,3.0
9392,64,188160.99,Free,1.0
9393,64,189190.57,Free,4.0
9394,26,134287.59,Silver,2.5
9401,55,68496.11,Free,3.5
9403,22,26100.35,Gold,5.0
9407,67,53218.55,Gold,3.0
9410,58,63553.22,Gold,3.0
9411,39,134855.1,Platinum,2.0
9413,30,20459.45,Gold,2.0
9415,54,72098.27,Silver,5.0
9417,46,121184.55,Gold,3.0
9418,48,38136.57,Free,3.0
9421,33,187103.51,Free,4.0
9426,51,98093.08,Silver,4.0
9430,31,165577.03,Platinum,2.0
9432,25,184153.65,Gold,5.0
9433,50,138890.37,Silver,1.0
9436,45,47881.49,Silver,4.0
9440,50,69946.36,Silver,2.0
9442,41,85132.06,Silver,3.0
9443,22,87910.28,Silver,4.0
9446,63,130746.76,Gold,3.0
9447,19,100858.97,Free,2.0
9451,63,49464.94,Free,5.0
9456,45,92520.13,Platinum,5.0
9459,50,71674.01,Free,5.0
9460,19,45662.71,Silver,2.0
9462,48,177944.23,Free,2.0
9463,40,23592.1,Silver,4.5
9468,65,88615.99,Free,3.5
9470,19,105924.41,Silver,3.0
9472,58,51623.58,Free,5.0
9474,51,134227.55,Free,3.0
9479,30,149489.44,Silver,1.5
9487,22,42317.42,Free,5.0
9488,38,156844.75,Free,3.0
9489,21,28969.59,Platinum,4.0
9490,49,88889.27,Silver,1.6666666666666667
9491,53,151772.54,Gold,2.0
9492,66,95215.93,Platinum,5.0
9493,37,76913.76,Silver,5.0
9495,64,65223.77,Platinum,4.0
9496,61,50304.28,Silver,5.0
9497,52,93578.72,Silver,3.0
9504,66,75111.0,Platinum,3.0
9506,59,154277.9,Free,3.0
9507,24,90605.44,Silver,3.0
9509,52,131962.49,Silver,3.0
9511,32,160710.63,Silver,5.0
9514,62,54665.42,Silver,4.0
9515,65,118213.82,Gold,3.0
9516,52,37829.52,Silver,2.5
9518,28,120888.47,Free,5.0
9519,22,85779.02,Free,3.5
9521,25,23299.77,Gold,5.0
9523,50,161370.02,Silver,2.0
9526,47,81242.61,Gold,3.0
9527,61,102511.87,Gold,1.0
9528,61,135053.79,Gold,4.0
9529,29,76331.31,Silver,3.0
9534,38,57557.28,Silver,2.0
9538,39,161250.76,Platinum,4.0
9540,51,69932.82,Silver,5.0
9542,43,191931.5,Silver,5.0
9543,34,192450.76,Silver,1.0
9547,63,161494.41,Platinum,5.0
9550,32,161470.89,Free,4.0
9553,34,96714.4,Gold,1.0
9554,20,147405.68,Gold,2.0
9555,24,118646.67,Free,3.0
9556,50,139470.48,Free,4.0
9557,68,157369.41,Free,1.0
9563,57,112584.16,Platinum,4.0
9566,46,172866.45,Free,4.0
9567,42,79581.75,Free,3.0
9569,50,67852.17,Platinum,5.0
9570,28,186410.32,Platinum,3.0
9571,39,195560.87,Free,5.0
9572,53,36151.92,Platinum,2.0
9573,60,151286.62,Gold,5.0
9574,24,130925.19,Silver,5.0
9575,18,185023.79,Silver,5.0
9578,45,76192.82,Free,2.6666666666666665
9581,27,66540.66,Gold,1.0
9582,34,40947.2,Free,1.0
9590,25,74058.1,Silver,2.0
9592,51,184580.75,Gold,4.0
9593,43,73078.1,Silver,3.0
9596,45,43914.06,Platinum,2.0
9601,42,103796.32,Gold,4.0
9602,25,51255.06,Free,3.3333333333333335
9603,58,92402.36,Gold,4.0
9604,52,147019.07,Free,1.5
9605,37,64150.73,Platinum,2.0
9606,31,137315.89,Gold,2.0
9609,20,126714.98,Silver,1.0
9610,65,54904.02,Silver,3.0
9611,32,89427.87,Silver,3.0
9612,51,158377.75,Free,2.0
9613,26,146320.77,Gold,4.0
9614,54,80373.31,Silver,5.0
9617,44,110537.26,Gold,2.25
9618,46,199507.67,Platinum,1.0
9620,69,169264.98,Gold,5.0
9621,26,28994.79,Free,5.0
9624,54,57424.71,Free,3.0
9626,20,173441.53,Free,4.0
9630,61,62372.28,Gold,4.0
9631,21,43400.75,Silver,1.0
9633,59,142418.51,Platinum,1.0
9636,23,117019.35,Free,2.0
9639,33,158737.09,Free,4.0
9641,46,105946.4,Gold,4.0
9643,61,51032.66,Silver,3.0
9644,65,122484.45,Gold,3.0
9645,31,70619.74,Silver,3.5
9646,47,161735.29,Free,2.3333333333333335
9649,44,33152.23,Free,2.0
9651,44,25456.68,Platinum,2.0
9655,63,96736.81,Gold,5.0
9657,52,156840.88,Platinum,1.0
9661,67,42937.82,Platinum,4.0
9663,35,124904.56,Silver,3.6666666666666665
9665,51,45701.32,Gold,3.0
9667,33,113667.73,Silver,2.0
9669,54,188411.84,Platinum,4.0
9670,50,31478.77,Platinum,5.0
9671,18,43569.15,Silver,4.0
9673,67,35617.31,Gold,3.0
9679,69,109863.52,Silver,5.0
9681,40,115105.37,Platinum,3.0
9682,38,75998.22,Free,1.0
9684,30,62857.96,Gold,2.0
9687,22,110119.4,Gold,3.0
9688,52,58566.3,Platinum,4.0
9689,37,148136.12,Silver,3.5
9690,59,96059.41,Silver,3.0
9691,29,22126.51,Free,5.0
9692,22,154639.84,Silver,3.0
9698,39,85125.07,Gold,2.0
9699,45,96394.39,Gold,5.0
9700,62,166783.19,Free,3.0
9702,34,80056.56,Free,3.0
9703,38,170369.02,Platinum,2.0
9704,27,83838.18,Free,3.0
9706,59,68274.62,Platinum,3.0
9707,42,133663.98,Platinum,1.0
9709,35,163059.03,Free,5.0
9712,19,99123.57,Free,2.6666666666666665
9715,39,80197.86,Free,4.0
9717,52,37386.14,Free,3.0
9721,48,141788.09,Platinum,4.0
9722,21,91855.37,Platinum,4.0
9724,45,174159.76,Gold,5.0
9725,33,100879.98,Silver,3.0
9729,68,131594.41,Gold,2.0
9733,31,149259.99,Silver,5.0
9734,21,193071.63,Platinum,1.0
9735,32,57175.48,Platinum,2.5
9737,37,68503.08,Silver,3.5
9738,32,98154.72,Gold,3.5
9742,47,156548.01,Free,1.0
9743,66,80364.05,Free,5.0
9745,46,127660.1,Silver,1.0
9750,31,53793.13,Gold,3.0
9751,44,33091.25,Gold,2.0
9753,64,72562.53,Platinum,5.0
9754,36,88103.76,Free,5.0
9756,39,131898.39,Free,3.25
9757,34,166479.16,Platinum,3.0
9760,69,35239.29,Gold,4.0
9761,34,60604.28,Gold,2.5
9762,28,33437.25,Free,4.0
9767,35,50028.2,Gold,4.0
9771,59,119609.97,Gold,1.0
9773,18,154090.03,Silver,2.5
9775,37,52145.71,Free,5.0
9777,35,46493.89,Silver,5.0
9778,67,115402.45,Platinum,3.0
9780,36,69986.49,Platinum,3.5
9784,22,99691.22,Gold,5.0
9785,41,32094.6,Gold,3.0
9788,44,154044.83,Free,2.0
9789,65,185660.16,Platinum,4.0
9790,57,61491.46,Gold,2.0
9795,35,197780.93,Gold,2.0
9798,58,142268.94,Free,4.0
9799,48,70341.65,Free,3.0
9803,25,117778.78,Gold,2.0
9804,58,113740.45,Silver,4.0
9805,33,101414.05,Free,2.0
9806,57,123620.27,Free,4.0
9807,65,149950.68,Free,1.0
9813,35,190011.45,Free,5.0
9815,47,115272.05,Free,1.0
9816,32,35029.17,Free,4.0
9820,26,61533.82,Silver,3.0
9823,65,38394.35,Silver,1.0
9826,41,70125.15,Free,4.0
9829,20,191224.68,Platinum,2.0
9833,34,177394.45,Free,4.0
9834,54,177160.99,Platinum,5.0
9843,38,174354.47,Platinum,1.0
9850,34,48933.04,Silver,4.5
9851,42,184889.98,Gold,2.5
9853,23,76303.83,Silver,2.0
9855,35,80928.25,Platinum,5.0
9856,36,93288.79,Free,4.0
9860,69,135740.66,Gold,2.5
9861,35,52977.23,Platinum,5.0
9862,65,119168.4,Free,4.0
9864,53,159193.4,Silver,4.0
9868,42,81685.61,Silver,2.0
9875,26,140504.91,Platinum,2.0
9876,26,99673.49,Platinum,4.0
9877,39,65433.4,Free,5.0
9882,54,123733.67,Free,4.0
9885,25,78235.07,Free,3.0
9887,50,128380.21,Silver,1.0
9889,41,188436.54,Silver,2.0
9892,41,72066.81,Platinum,4.0
9893,44,30654.95,Gold,4.0
9894,61,61870.39,Gold,5.0
9896,59,174466.29,Gold,3.0
9900,48,184966.85,Silver,5.0
9902,22,149370.48,Gold,1.0
9904,61,153950.54,Platinum,4.0
9905,36,23909.4,Silver,2.0
9907,46,60512.69,Platinum,3.0
9909,51,75638.49,Silver,5.0
9913,19,46630.32,Gold,3.0
9916,32,63694.82,Silver,4.0
9917,36,102080.95,Gold,2.0
9918,28,176078.08,Free,3.0
9920,55,130699.48,Silver,5.0
9921,43,85274.04,Silver,1.0
9925,43,92814.08,Free,2.5
9927,43,176850.53,Platinum,5.0
9928,41,122123.26,Gold,2.0
9929,24,71877.37,Silver,3.0
9930,27,189267.32,Silver,5.0
9932,43,47446.5,Silver,5.0
9933,20,154694.27,Gold,3.0
9936,58,69114.23,Gold,2.5
9938,37,171281.58,Platinum,1.0
9941,39,30058.87,Free,5.0
9945,48,157844.78,Free,3.0
9946,51,197586.05,Platinum,4.0
9948,49,129410.06,Gold,5.0
9951,64,46730.01,Silver,3.0
9956,67,39742.8,Platinum,4.0
9960,69,189144.28,Gold,5.0
9962,57,53733.66,Silver,3.0
9963,35,80929.38,Gold,2.0
9965,18,90555.79,Platinum,5.0
9966,56,153831.95,Platinum,3.0
9967,26,89663.16,Silver,2.0
9968,30,186157.64,Platinum,5.0
9974,41,150130.37,Gold,3.0
9977,65,186297.58,Platinum,5.0
9978,53,133897.53,Platinum,4.0
9979,41,108976.4,Silver,3.0
9980,31,178608.98,Gold,1.6666666666666667
9981,24,128580.01,Gold,1.0
9982,54,187624.01,Gold,4.0
9983,26,180859.81,Platinum,2.0
9985,24,148122.9,Gold,2.0
9986,64,97548.73,Gold,2.5
9989,29,129778.04,Platinum,4.0
9993,35,25262.29,Platinum,4.0
9996,19,136849.05,Free,3.0
9997,40,86693.69,Free,3.0
9999,62,60749.11,Silver,3.0
10004,68,182036.03,Platinum,2.0
10005,40,179302.45,Free,2.0
10006,67,177184.29,Silver,5.0
10007,63,94314.18,Platinum,3.5
10008,40,38954.4,Free,5.0
10010,28,21977.38,Silver,1.0
10012,18,123141.64,Free,3.0
10015,32,162187.93,Platinum,3.0
10017,43,161040.0,Silver,5.0
10018,44,29723.94,Gold,1.5
10019,20,128083.57,Gold,1.0
10020,36,101038.92,Free,2.5
10025,23,30896.37,Gold,1.0
10028,19,74770.19,Free,2.0
10033,19,125806.68,Gold,3.0
10034,48,155857.17,Free,3.0
10036,53,187322.47,Gold,5.0
10039,60,90363.79,Silver,2.0
10040,56,73956.73,Platinum,2.0
10041,40,111231.11,Platinum,2.0
10042,29,29928.22,Free,2.0
10043,19,119392.95,Platinum,4.0
10044,40,80101.18,Platinum,2.0
10048,49,143892.3,Silver,5.0
10049,34,126808.95,Gold,2.0
10054,56,147515.46,Platinum,2.0
10058,23,20218.65,Free,4.0
10060,29,95332.59,Free,3.0
10063,27,33181.66,Silver,3.0
10064,21,185052.51,Platinum,5.0
10065,49,43590.01,Free,2.0
10071,41,33767.64,Gold,1.0
10072,50,184802.09,Gold,2.5
10076,41,145131.68,Gold,3.0
10078,56,118709.83,Gold,2.0
10080,62,78523.87,Gold,3.0
10081,27,142693.03,Silver,3.0
10082,34,198557.36,Free,2.5
10084,29,132678.31,Gold,2.0
10085,58,56843.7,Free,5.0
10087,59,192598.53,Silver,2.5
10089,26,63953.5,Free,2.0
10091,55,133623.25,Silver,4.0
10092,23,29939.15,Platinum,3.0
10095,43,118985.65,Platinum,5.0
10097,66,92930.82,Gold,5.0
10098,28,35009.4,Free,1.0
10103,33,134922.27,Free,4.0
10107,54,99838.06,Gold,4.0
10108,49,179313.17,Silver,2.0
10110,18,73971.72,Free,3.0
10116,18,78065.28,Platinum,3.0
10119,37,140642.25,Free,1.0
10120,40,152896.28,Gold,5.0
10123,35,21116.74,Silver,4.0
10126,69,110910.11,Platinum,4.0
10127,36,28481.39,Free,3.0
10128,44,182737.59,Free,5.0
10130,69,63878.15,Gold,4.0
10131,37,145426.7,Silver,2.0
10132,31,152545.47,Free,3.0
10133,18,55974.53,Free,3.0
10134,22,55019.23,Gold,5.0
10135,18,71323.25,Free,2.0
10137,37,22639.43,Silver,3.0
10140,31,189063.62,Gold,4.0
10142,58,130143.83,Platinum,4.0
10143,66,54877.47,Free,3.0
10147,20,44527.82,Free,2.0
10150,49,142792.28,Free,3.0
10151,25,163209.62,Silver,3.0
10152,69,21401.15,Silver,2.0
10156,30,97365.86,Gold,1.0
10158,23,164215.85,Platinum,2.0
10161,61,104671.09,Free,3.0
10163,57,111515.56,Gold,3.0
10165,19,72720.61,Platinum,3.5
10166,63,141596.99,Platinum,2.0
10167,45,109714.62,Free,1.0
10174,31,155149.57,Gold,1.0
10176,60,34827.72,Platinum,3.0
10180,64,100184.26,Gold,3.5
10183,53,46567.88,Platinum,3.3333333333333335
10184,32,129457.93,Platinum,3.0
10185,51,157538.18,Free,4.0
10188,48,51161.47,Free,2.0
10189,40,79351.32,Silver,3.0
10194,36,143212.92,Free,4.0
10195,56,49351.28,Gold,2.0
10197,64,184453.2,Silver,5.0
10199,27,170598.99,Silver,3.0
10201,66,83696.29,Silver,1.0
10203,57,98250.74,Free,4.0
10206,27,167027.28,Platinum,4.0
10207,61,170820.67,Platinum,3.0
10210,23,58309.37,Free,5.0
10211,27,171849.79,Platinum,5.0
10213,31,95589.21,Platinum,2.0
10216,37,187417.18,Free,5.0
10217,54,144683.32,Platinum,4.5
10218,32,119633.43,Free,4.0
10219,45,100627.93,Platinum,1.0
10220,35,155406.36,Free,3.0
10221,30,125608.53,Free,2.0
10222,40,135296.29,Silver,1.0
10224,62,141674.26,Platinum,5.0
10225,40,197078.44,Platinum,4.0
10228,44,102109.4,Free,4.5
10230,58,59107.25,Platinum,5.0
10232,31,101737.19,Platinum,3.0
10233,49,68214.27,Silver,4.0
10234,66,115588.0,Gold,4.0
10237,24,146750.24,Gold,5.0
10238,54,107989.59,Silver,3.0
10240,62,31965.52,Platinum,3.0
10241,36,32322.28,Silver,5.0
10244,25,61570.85,Silver,5.0
10245,49,157013.35,Free,3.0
10246,53,136357.26,Silver,5.0
10247,41,83823.95,Free,3.0
10249,55,68100.04,Silver,1.0
10251,29,123713.22,Gold,3.0
10255,22,91157.21,Gold,3.5
10256,55,23017.19,Free,4.0
10258,56,197671.22,Free,2.0
10259,60,109310.9,Free,2.5
10265,40,30152.71,Platinum,2.0
10266,27,73094.81,Free,3.0
10267,34,34696.65,Gold,5.0
10269,46,198857.67,Silver,5.0
10272,59,184092.81,Gold,3.5
10273,46,104355.49,Silver,2.0
10274,42,98495.87,Free,4.5
10276,37,182440.39,Gold,3.0
10278,44,38104.91,Platinum,1.0
10279,48,137699.22,Gold,3.5
10280,57,116731.44,Platinum,5.0
10281,44,148348.49,Free,2.0
10283,24,156020.64,Gold,5.0
10286,64,160474.15,Silver,5.0
10288,53,128825.52,Gold,2.0
10289,22,122848.5,Silver,4.0
10297,59,76176.61,Free,1.0
10299,55,144533.93,Platinum,1.0
10304,52,160411.2,Platinum,3.5
10305,50,81402.92,Gold,4.0
10307,63,89690.91,Platinum,1.0
10313,27,111374.71,Free,3.0
10314,62,95174.72,Platinum,4.0
10316,49,40291.8,Gold,2.0
10323,37,142575.44,Gold,2.0
10324,37,141636.21,Platinum,3.0
10330,38,37145.81,Platinum,3.0
10335,45,191988.13,Free,2.0
10340,66,164499.92,Silver,1.0
10342,32,83295.81,Silver,1.0
10348,32,155414.3,Free,5.0
10350,63,29356.92,Silver,2.0
10351,66,174417.98,Gold,3.0
10353,46,168644.49,Gold,4.5
10361,61,163182.55,Silver,5.0
10363,35,182851.23,Silver,5.0
10365,55,84062.24,Free,1.0
10370,42,40725.53,Platinum,1.0
10371,41,140333.13,Free,2.0
10372,34,103703.89,Silver,2.0
10373,42,122507.7,Gold,3.0
10377,38,112527.12,Gold,2.0
10378,23,122869.5,Gold,1.0
10379,60,67731.46,Free,5.0
10381,37,67126.88,Platinum,1.0
10383,34,195125.05,Silver,2.5
10384,41,83723.74,Platinum,4.0
10385,64,185132.17,Free,4.0
10386,66,89800.19,Gold,5.0
10387,51,170324.44,Gold,1.0
10392,31,182291.76,Silver,1.0
10395,54,101538.77,Silver,1.5
10400,59,185034.34,Free,2.5
10401,64,157562.04,Gold,1.0
10403,45,39412.14,Platinum,3.0
10406,27,55204.02,Free,3.0
10407,52,164382.43,Gold,2.6666666666666665
10410,45,166140.2,Free,3.0
10411,45,105372.39,Silver,1.5
10413,49,185640.68,Platinum,2.0
10416,43,55772.32,Free,3.0
10419,23,106505.08,Silver,3.0
10422,41,92018.26,Free,2.0
10423,54,45219.66,Silver,3.5
10424,40,176513.13,Free,2.0
10428,48,188965.9,Free,3.0
10431,62,157919.84,Gold,5.0
10433,54,92453.52,Free,1.0
10435,54,37918.57,Platinum,2.0
10436,43,35847.56,Platinum,3.0
10438,31,53783.91,Platinum,3.0
10442,38,79396.49,Gold,2.0
10443,22,149077.67,Silver,3.0
10445,55,36170.44,Platinum,2.0
10446,20,179694.32,Platinum,4.0
10453,34,164407.51,Gold,1.0
10454,33,93451.98,Free,2.0
10458,19,156564.74,Silver,5.0
10460,58,21385.36,Gold,1.0
10462,37,197796.84,Silver,5.0
10470,22,175273.68,Free,1.0
10472,51,135971.92,Gold,3.0
10473,58,142677.06,Gold,4.0
10476,40,148418.37,Free,5.0
10479,44,68225.14,Gold,3.3333333333333335
10480,30,50726.95,Silver,3.5
10485,22,96940.84,Free,1.0
10489,65,43817.71,Gold,4.5
10495,36,25045.03,Gold,4.5
10499,62,130003.35,Free,2.0
10501,60,118926.67,Platinum,4.5
10502,45,102471.99,Gold,2.0
10506,55,118146.44,Free,5.0
10507,29,175971.66,Platinum,3.0
10509,53,82491.11,Free,2.0
10512,47,45691.63,Silver,3.0
10513,25,40947.33,Platinum,3.0
10515,40,39865.21,Silver,4.0
10518,45,114009.77,Free,4.0
10520,37,79313.43,Free,2.0
10521,49,35042.67,Free,4.0
10524,48,124857.03,Free,4.0
10528,58,57543.42,Platinum,3.5
10531,46,61214.37,Gold,2.0
10534,45,198832.65,Free,4.0
10540,43,53424.07,Gold,3.0
10546,47,98538.31,Free,2.0
10547,47,193812.0,Platinum,4.5
10549,67,104192.9,Platinum,1.0
10552,35,59634.93,Gold,2.0
10554,23,102047.76,Free,4.0
10557,51,58497.0,Platinum,2.0
10558,31,186811.41,Free,4.0
10559,53,193682.03,Free,2.0
10560,25,107479.11,Free,1.0
10563,50,147310.01,Gold,1.0
10564,50,74342.3,Silver,4.0
10565,20,119154.21,Silver,1.0
10567,60,55386.18,Gold,5.0
10571,34,88358.1,Gold,5.0
10574,58,156598.2,Free,4.5
10576,57,123293.84,Free,2.0
10577,24,45506.89,Silver,5.0
10579,65,121042.44,Gold,2.0
10580,68,20736.48,Gold,4.0
10582,42,157718.43,Silver,4.0
10583,30,167257.86,Silver,5.0
10588,49,43056.56,Platinum,1.0
10590,36,35930.81,Gold,2.0
10591,42,72086.69,Platinum,4.0
10593,57,105130.83,Platinum,1.5
10595,22,83063.1,Platinum,2.5
10597,66,136848.73,Free,1.0
10598,51,57205.42,Free,1.0
10599,37,41335.62,Free,5.0
10602,52,179781.39,Silver,4.5
10604,23,97129.0,Silver,4.0
10605,68,193157.25,Free,4.0
10608,48,172048.86,Gold,4.0
10614,50,87821.29,Silver,2.6666666666666665
10618,63,134873.15,Gold,4.0
10621,39,79536.38,Gold,5.0
10622,53,20484.62,Platinum,1.0
10624,36,159767.39,Free,1.0
10627,22,120518.02,Gold,4.0
10629,46,77032.41,Silver,4.0
10636,66,105989.82,Platinum,1.5
10638,48,81957.8,Platinum,3.0
10639,18,62869.27,Gold,2.0
10640,44,198636.09,Silver,4.0
10645,66,70743.96,Gold,4.0
10649,52,82882.54,Gold,4.5
10653,48,90021.19,Free,3.0
10655,21,108804.56,Platinum,3.0
10656,47,178221.02,Silver,5.0
10657,66,197357.54,Free,2.0
10660,25,71606.26,Silver,4.0
10661,56,101458.54,Gold,5.0
10662,30,115079.22,Platinum,5.0
10663,47,67523.74,Gold,4.0
10668,50,80778.21,Gold,5.0
10673,31,153244.62,Free,3.0
10674,49,152615.47,Silver,4.0
10676,53,119136.57,Platinum,1.0
10677,32,151614.26,Free,2.0
10678,37,53941.58,Free,1.0
10679,31,61108.67,Gold,3.0
10682,43,83577.08,Free,2.0
10685,52,39212.25,Platinum,5.0
10687,66,141292.7,Platinum,2.0
10689,68,44619.26,Silver,3.0
10692,42,46234.34,Free,1.0
10693,22,67288.41,Platinum,1.0
10695,51,90799.31,Silver,2.0
10696,65,52681.29,Silver,5.0
10698,62,72419.31,Silver,4.0
10699,57,116693.86,Gold,1.0
10700,68,61413.79,Platinum,4.0
10702,22,147516.23,Platinum,5.0
10703,43,186813.72,Silver,3.0
10707,34,37792.83,Platinum,3.0
10711,33,53708.32,Silver,3.0
10714,23,68047.9,Gold,4.0
10715,47,177839.46,Free,3.5
10717,27,130068.13,Platinum,1.5
10718,55,175146.19,Gold,3.0
10723,32,123681.91,Silver,3.0
10726,46,130963.7,Silver,3.0
10728,37,198907.13,Platinum,1.5
10730,38,104520.06,Gold,3.0
10731,57,62893.6,Silver,3.0
10732,41,81577.32,Gold,3.5
10733,66,89846.56,Platinum,5.0
10734,61,105378.03,Free,2.0
10737,65,64384.4,Platinum,2.5
10740,65,31529.33,Free,5.0
10741,60,28581.27,Free,3.0
10742,62,51865.13,Silver,5.0
10744,18,179985.26,Gold,3.0
10747,54,81485.01,Silver,4.0
10751,35,167471.94,Free,3.0
10752,62,141115.71,Free,3.0
10754,61,194839.49,Free,4.0
10755,27,72235.01,Free,4.0
10756,51,182748.95,Gold,2.0
10760,55,27366.12,Gold,3.0
10761,34,187697.68,Gold,4.5
10763,50,62116.93,Silver,1.0
10768,33,118051.58,Silver,3.0
10771,38,95540.42,Platinum,4.0
10772,52,119550.39,Gold,3.5
10773,37,78857.13,Silver,2.0
10775,18,64309.77,Silver,2.0
10778,32,116140.19,Free,1.0
10780,44,154629.78,Platinum,4.0
10782,20,154723.44,Platinum,4.0
